ComunidadAutonoma,Provincia,NombreAyuntamiento,WebAyuntamiento,SedeElectronica,HttpStatus
Castilla y León,Burgos,Ayuntamiento de Sargentes de La Lora,http://www.sargentesdelalora.es,,"HTTPSConnectionPool(host='www.sargentesdelalora.es', port=443): Max retries exceeded with url: / (Caused by SSLError(SSLCertVerificationError(1, ""[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: Hostname mismatch, certificate is not valid for 'www.sargentesdelalora.es'. (_ssl.c:1006)"")))"
Castilla y León,Burgos,Ayuntamiento de Sasamón,http://www.sasamon.org ,,"HTTPConnectionPool(host='www.sasamon.org%20', port=80): Max retries exceeded with url: / (Caused by NameResolutionError(""<urllib3.connection.HTTPConnection object at 0x000002306627E790>: Failed to resolve 'www.sasamon.org%20' ([Errno 11001] getaddrinfo failed)""))"
Castilla y León,Burgos,Ayuntamiento de Sotragero,http://www.sotragero.es,https://sotragero.sedelectronica.es,"HTTPSConnectionPool(host='www.sotragero.es', port=443): Max retries exceeded with url: / (Caused by SSLError(SSLCertVerificationError(1, ""[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: Hostname mismatch, certificate is not valid for 'www.sotragero.es'. (_ssl.c:1006)"")))"
Castilla y León,Burgos,Ayuntamiento de Trespaderne,http://www.trespaderne.com ,,"HTTPConnectionPool(host='www.trespaderne.com%20', port=80): Max retries exceeded with url: / (Caused by NameResolutionError(""<urllib3.connection.HTTPConnection object at 0x00000230662830D0>: Failed to resolve 'www.trespaderne.com%20' ([Errno 11001] getaddrinfo failed)""))"
Castilla y León,Burgos,Ayuntamiento de Valle de Tobalina,http://www.valledetobalina.com ,,"HTTPConnectionPool(host='www.valledetobalina.com%20', port=80): Max retries exceeded with url: / (Caused by NameResolutionError(""<urllib3.connection.HTTPConnection object at 0x000002306626FC10>: Failed to resolve 'www.valledetobalina.com%20' ([Errno 11001] getaddrinfo failed)""))"
Castilla y León,Burgos,Ayuntamiento de Atapuerca,http://www.atapuerca.es ,,"HTTPConnectionPool(host='www.atapuerca.es%20', port=80): Max retries exceeded with url: / (Caused by NameResolutionError(""<urllib3.connection.HTTPConnection object at 0x000002306626CD90>: Failed to resolve 'www.atapuerca.es%20' ([Errno 11001] getaddrinfo failed)""))"
Castilla y León,Burgos,Ayuntamiento de Carcedo de Burgos,http://www.carcedodeburgos.es,https://carcedodeburgos.sedelectronica.es,"HTTPConnectionPool(host='carcedod.burgos.es', port=80): Max retries exceeded with url: // (Caused by NameResolutionError(""<urllib3.connection.HTTPConnection object at 0x000002306627EBD0>: Failed to resolve 'carcedod.burgos.es' ([Errno 11001] getaddrinfo failed)""))"
Castilla y León,Burgos,Ayuntamiento de Cardeñadijo,http://www.cardenadijo.es ,,"HTTPConnectionPool(host='www.cardenadijo.es%20', port=80): Max retries exceeded with url: / (Caused by NameResolutionError(""<urllib3.connection.HTTPConnection object at 0x000002306621CCD0>: Failed to resolve 'www.cardenadijo.es%20' ([Errno 11001] getaddrinfo failed)""))"
Castilla y León,Burgos,Ayuntamiento de Cavia,http://www.aytocavia.es,https://cavia.sedelectronica.es,"HTTPConnectionPool(host='www.aytocavia.es', port=80): Max retries exceeded with url: / (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x0000023066282290>: Failed to establish a new connection: [WinError 10061] No se puede establecer una conexión ya que el equipo de destino denegó expresamente dicha conexión'))"
Castilla y León,Burgos,Ayuntamiento de Saldaña de Burgos,http://www.saldañadeburgos.es,,"HTTPConnectionPool(host='xn--saldaad.burgos.es', port=80): Max retries exceeded with url: // (Caused by NameResolutionError(""<urllib3.connection.HTTPConnection object at 0x0000023066268690>: Failed to resolve 'xn--saldaad.burgos.es' ([Errno 11001] getaddrinfo failed)""))"
Castilla y León,Burgos,Ayuntamiento de San Mamés de Burgos,http://www.sanmamesdeburgos.es,https://sanmamesdeburgos.sedelectronica.es,"HTTPConnectionPool(host='sanmamesd.burgos.es', port=80): Max retries exceeded with url: // (Caused by NameResolutionError(""<urllib3.connection.HTTPConnection object at 0x000002306626F710>: Failed to resolve 'sanmamesd.burgos.es' ([Errno 11001] getaddrinfo failed)""))"
Castilla y León,Burgos,Ayuntamiento de Valle de Sedano,http://www.valledesedano.org ,,"HTTPConnectionPool(host='www.valledesedano.org%20', port=80): Max retries exceeded with url: / (Caused by NameResolutionError(""<urllib3.connection.HTTPConnection object at 0x000002306625A790>: Failed to resolve 'www.valledesedano.org%20' ([Errno 11001] getaddrinfo failed)""))"
Castilla y León,Burgos,Ayuntamiento de Villalbilla de Burgos,http://villalbilladeburgos.burgos.es/ayuntamiento,,404
Castilla y León,León,Ayuntamiento de Borrenes,https://www.borrenes.org,https://borrenes.sedelectronica.es/info.0,403
Castilla y León,León,Ayuntamiento de Carucedo,https://carucedo.es,https://carucedo.sedelectronica.es,406
Castilla y León,León,Ayuntamiento de Castrocontrigo,http://www.aytocastrocontrigo.com,https://aytocastrocontrigo.sedelectronica.es,"HTTPConnectionPool(host='www.aytocastrocontrigo.com', port=80): Max retries exceeded with url: / (Caused by NameResolutionError(""<urllib3.connection.HTTPConnection object at 0x000002306625AF90>: Failed to resolve 'www.aytocastrocontrigo.com' ([Errno 11002] getaddrinfo failed)""))"
Castilla y León,León,Ayuntamiento de Chozas de Abajo,https://www.chozasdeabajo.com,https://chozasdeabajo.sedelectronica.es,403
Castilla y León,León,Ayuntamiento de Ponferrada,https://www.ponferrada.org/es,https://clic.ponferrada.org/portal/entidades.do?error=-1&ent_id=1&idioma=1,"HTTPSConnectionPool(host='www.ponferrada.org', port=443): Max retries exceeded with url: /es (Caused by SSLError(SSLCertVerificationError(1, '[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: unable to get local issuer certificate (_ssl.c:1006)')))"
Castilla y León,León,Ayuntamiento de Priaranza del Bierzo,http://www.priaranza.ccbierzo.net,,"HTTPConnectionPool(host='www.priaranza.ccbierzo.net', port=80): Max retries exceeded with url: / (Caused by NameResolutionError(""<urllib3.connection.HTTPConnection object at 0x000002306627C3D0>: Failed to resolve 'www.priaranza.ccbierzo.net' ([Errno 11001] getaddrinfo failed)""))"
Castilla y León,León,Ayuntamiento de Sancedo,http://www.sancedo.ccbierzo.net,,"HTTPConnectionPool(host='www.sancedo.ccbierzo.net', port=80): Max retries exceeded with url: / (Caused by NameResolutionError(""<urllib3.connection.HTTPConnection object at 0x000002306627F850>: Failed to resolve 'www.sancedo.ccbierzo.net' ([Errno 11001] getaddrinfo failed)""))"
Castilla y León,León,Ayuntamiento de Vega de Espinareda,http://www.vegadeespinareda.org,,"HTTPSConnectionPool(host='www.vegadeespinareda.org', port=443): Max retries exceeded with url: / (Caused by SSLError(SSLCertVerificationError(1, '[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: certificate has expired (_ssl.c:1006)')))"
Castilla y León,León,Ayuntamiento de Villasabariego,http://www.villasabariegoayto.com,https://villasabariego.sedelectronica.es,"HTTPConnectionPool(host='www.villasabariegoayto.com', port=80): Max retries exceeded with url: / (Caused by NameResolutionError(""<urllib3.connection.HTTPConnection object at 0x000002306621C710>: Failed to resolve 'www.villasabariegoayto.com' ([Errno 11002] getaddrinfo failed)""))"
Castilla y León,León,Ayuntamiento de Gordaliza del Pino,http://www.fontun.com/garrafe/,,404
Castilla y León,Palencia,Ayuntamiento de Ampudia,http://www.ampudia.es,https://ampudia.sedelectronica.es,403
Castilla y León,Palencia,Ayuntamiento de Astudillo,http://www.astudillo.es,https://astudillo.sedelectronica.es,403
Castilla y León,Palencia,Ayuntamiento de Cardeñosa de Volpejera,http://www.cardenosadevolpejera.es,,"HTTPSConnectionPool(host='www.cardenosadevolpejera.es', port=443): Max retries exceeded with url: / (Caused by SSLError(SSLCertVerificationError(1, ""[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: Hostname mismatch, certificate is not valid for 'www.cardenosadevolpejera.es'. (_ssl.c:1006)"")))"
Castilla y León,Palencia,Ayuntamiento de Castrejón de La Peña,http://www.castrejondelapena.es,,"HTTPSConnectionPool(host='www.castrejondelapena.es', port=443): Max retries exceeded with url: / (Caused by SSLError(SSLCertVerificationError(1, ""[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: Hostname mismatch, certificate is not valid for 'www.castrejondelapena.es'. (_ssl.c:1006)"")))"
Castilla y León,Palencia,Ayuntamiento de Osorno La Mayor,http://osorno.es,https://osorno.sedelectronica.es,403
Castilla y León,Palencia,Ayuntamiento de Quintanilla de Onsoña,http://www.quintanilladeonsona.es,,"HTTPSConnectionPool(host='www.quintanilladeonsona.es', port=443): Max retries exceeded with url: / (Caused by SSLError(SSLCertVerificationError(1, ""[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: Hostname mismatch, certificate is not valid for 'www.quintanilladeonsona.es'. (_ssl.c:1006)"")))"
Castilla y León,Palencia,Ayuntamiento de Torquemada,http://torquemada.es,https://torquemada.sedelectronica.es,404
Castilla y León,Palencia,Ayuntamiento de Pomar de Valdivia,http://www.pomardevaldivia.com,,"HTTPConnectionPool(host='www.pomardevaldivia.com', port=80): Max retries exceeded with url: / (Caused by NameResolutionError(""<urllib3.connection.HTTPConnection object at 0x000002306624CA90>: Failed to resolve 'www.pomardevaldivia.com' ([Errno 11001] getaddrinfo failed)""))"
Castilla y León,Palencia,Ayuntamiento de Santibáñez de Ecla,http://www.santibanezdeecla.es,,"HTTPSConnectionPool(host='www.santibanezdeecla.es', port=443): Max retries exceeded with url: / (Caused by SSLError(SSLCertVerificationError(1, ""[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: Hostname mismatch, certificate is not valid for 'www.santibanezdeecla.es'. (_ssl.c:1006)"")))"
Castilla y León,Palencia,Ayuntamiento de Tabanera de Valdavia,http://tabaneradevaldavia.aytos.dip-palencia.es,,"HTTPSConnectionPool(host='tabaneradevaldavia.aytos.dip-palencia.es', port=443): Max retries exceeded with url: / (Caused by SSLError(SSLCertVerificationError(1, ""[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: Hostname mismatch, certificate is not valid for 'tabaneradevaldavia.aytos.dip-palencia.es'. (_ssl.c:1006)"")))"
Castilla y León,Salamanca,Ayuntamiento de Aldea del Obispo,http://aytoaldeadelobispo.es/web,https://aldeadelobispo.sedelectronica.es,403
Castilla y León,Salamanca,Ayuntamiento de Aldehuela de Yeltes,http://www.aldehueladeyeltes.com,,403
Castilla y León,Salamanca,Ayuntamiento de Babilafuente,http://www.babilafuente.com,,"HTTPConnectionPool(host='www.babilafuente.com', port=80): Max retries exceeded with url: / (Caused by NameResolutionError(""<urllib3.connection.HTTPConnection object at 0x000002306627E490>: Failed to resolve 'www.babilafuente.com' ([Errno 11001] getaddrinfo failed)""))"
Castilla y León,Salamanca,Ayuntamiento de Campillo de Azaba,http://aytocampillodeazaba.es,https://campillodeazaba.sedelectronica.es,"HTTPConnectionPool(host='aytocampillodeazaba.es', port=80): Max retries exceeded with url: / (Caused by NameResolutionError(""<urllib3.connection.HTTPConnection object at 0x0000023066268E90>: Failed to resolve 'aytocampillodeazaba.es' ([Errno 11001] getaddrinfo failed)""))"
Castilla y León,Salamanca,Ayuntamiento de Carrascal del Obispo,http://carrascaldelobispo.es,https://carrascaldelobispo.sedelectronica.es,"HTTPConnectionPool(host='carrascaldelobispo.es', port=80): Max retries exceeded with url: / (Caused by NameResolutionError(""<urllib3.connection.HTTPConnection object at 0x0000023066259190>: Failed to resolve 'carrascaldelobispo.es' ([Errno 11002] getaddrinfo failed)""))"
Castilla y León,Salamanca,Ayuntamiento de Cristóbal,https://www.aytocristobal.com,,403
Castilla y León,Salamanca,Ayuntamiento de Fuenteguinaldo,http://www.fuenteguinaldo.es,https://fuenteguinaldo.sedelectronica.es,"HTTPConnectionPool(host='www.fuenteguinaldo.es', port=80): Max retries exceeded with url: / (Caused by ConnectTimeoutError(<urllib3.connection.HTTPConnection object at 0x000002306627C750>, 'Connection to www.fuenteguinaldo.es timed out. (connect timeout=5)'))"
Castilla y León,Salamanca,Ayuntamiento de Fuenterroble de Salvatierra,http://www.aytofuenterroble.com,,500
Castilla y León,Salamanca,Ayuntamiento de Fuentes de Oñoro,https://ayuntamientofuentesdeonoro.com,https://fuentesdeonoro.sedelectronica.es,"HTTPSConnectionPool(host='ayuntamientofuentesdeonoro.com', port=443): Max retries exceeded with url: / (Caused by ConnectTimeoutError(<urllib3.connection.HTTPSConnection object at 0x0000023066242B10>, 'Connection to ayuntamientofuentesdeonoro.com timed out. (connect timeout=5)'))"
Castilla y León,Salamanca,Ayuntamiento de Galindo y Perahuy,http://www.galindoyperahuy.es,,"HTTPConnectionPool(host='www.galindoyperahuy.es', port=80): Max retries exceeded with url: / (Caused by NameResolutionError(""<urllib3.connection.HTTPConnection object at 0x0000023066283DD0>: Failed to resolve 'www.galindoyperahuy.es' ([Errno 11001] getaddrinfo failed)""))"
Castilla y León,Salamanca,Ayuntamiento de Guijuelo,http://www.guijuelo.es,https://guijuelo.sedelectronica.es,403
Castilla y León,Salamanca,Ayuntamiento de Ledrada,http://www.aytoledrada.com,https://ledrada.sedelectronica.es,403
Castilla y León,Salamanca,Ayuntamiento de Miranda de Azán,https://www.mirandadeazan.com,https://mirandadeazan.sedelectronica.es,429
Castilla y León,Salamanca,Ayuntamiento de Mogarraz,https://www.mogarraz.es,,403
Castilla y León,Salamanca,Ayuntamiento de Palaciosrubios,http://www.palaciosrubios.es,,"HTTPConnectionPool(host='www.palaciosrubios.es', port=80): Max retries exceeded with url: / (Caused by NameResolutionError(""<urllib3.connection.HTTPConnection object at 0x000002306626D010>: Failed to resolve 'www.palaciosrubios.es' ([Errno 11001] getaddrinfo failed)""))"
Castilla y León,Salamanca,Ayuntamiento de Retortillo,http://www.ayuntamientoretortillo.es,https://valledelretortillo.sedelectronica.es,404
Castilla y León,Salamanca,Ayuntamiento de Robleda,http://www.robleda.es/,https://robleda.sedelectronica.es,"HTTPConnectionPool(host='www.robleda.es', port=80): Max retries exceeded with url: / (Caused by NameResolutionError(""<urllib3.connection.HTTPConnection object at 0x000002306626B690>: Failed to resolve 'www.robleda.es' ([Errno 11001] getaddrinfo failed)""))"
Castilla y León,Salamanca,Ayuntamiento de Vecinos,http://www.ayto-vecinos.es,,"HTTPConnectionPool(host='www.ayto-vecinos.es', port=80): Max retries exceeded with url: / (Caused by NameResolutionError(""<urllib3.connection.HTTPConnection object at 0x0000023066282CD0>: Failed to resolve 'www.ayto-vecinos.es' ([Errno 11001] getaddrinfo failed)""))"
Castilla y León,Salamanca,Ayuntamiento de Villar de Gallimazo,http://www.villardegallimazo.com,https://villardegallimazo.sedelectronica.es,403
Castilla y León,Salamanca,Ayuntamiento de El Cabaco,http://www.elcabaco.com,,"HTTPConnectionPool(host='www.elcabaco.com', port=80): Max retries exceeded with url: / (Caused by NameResolutionError(""<urllib3.connection.HTTPConnection object at 0x000002306626B550>: Failed to resolve 'www.elcabaco.com' ([Errno 11001] getaddrinfo failed)""))"
Castilla y León,Salamanca,Ayuntamiento de Cordovilla,https://concejodecordovilla.es,https://cordovilla.sedelectronica.es,"HTTPSConnectionPool(host='concejodecordovilla.es', port=443): Max retries exceeded with url: / (Caused by NameResolutionError(""<urllib3.connection.HTTPSConnection object at 0x000002306627DA10>: Failed to resolve 'concejodecordovilla.es' ([Errno 11002] getaddrinfo failed)""))"
Castilla y León,Salamanca,Ayuntamiento de Espeja,http://www.espeja.es,,"HTTPConnectionPool(host='www.espeja.es', port=80): Max retries exceeded with url: / (Caused by NameResolutionError(""<urllib3.connection.HTTPConnection object at 0x000002306625B910>: Failed to resolve 'www.espeja.es' ([Errno 11001] getaddrinfo failed)""))"
Castilla y León,Salamanca,Ayuntamiento de Machacón,https://www.aytomachacon.es,https://machacon.sedelectronica.es,429
Castilla y León,Salamanca,Ayuntamiento de Nava de Francia,https://navadefrancia.com,https://navadefrancia.sedelectronica.es,403
Castilla y León,Salamanca,Ayuntamiento de Poveda de Las Cintas,https://povedadelascintas.es,https://povedadelascintas.sedelectronica.es,"HTTPSConnectionPool(host='povedadelascintas.es', port=443): Max retries exceeded with url: / (Caused by NameResolutionError(""<urllib3.connection.HTTPSConnection object at 0x0000023066233DD0>: Failed to resolve 'povedadelascintas.es' ([Errno 11001] getaddrinfo failed)""))"
Castilla y León,Salamanca,Ayuntamiento de San Cristóbal de La Cuesta,http://www.sancristobaldelacuesta.es,,"HTTPConnectionPool(host='sancristobaldelacuesta.es', port=80): Read timed out. (read timeout=5)"
Castilla y León,Salamanca,Ayuntamiento de San Martín del Castañar,http://www.reyconet.es/sanmartindelcastañar,,404
Castilla y León,Salamanca,Ayuntamiento de San Muñoz,https://sanmunoz.com,https://sanmunoz.sedelectronica.es,"HTTPSConnectionPool(host='sanmunoz.com', port=443): Max retries exceeded with url: / (Caused by NameResolutionError(""<urllib3.connection.HTTPSConnection object at 0x000002306627E390>: Failed to resolve 'sanmunoz.com' ([Errno 11001] getaddrinfo failed)""))"
Castilla y León,Salamanca,Ayuntamiento de Villaflores,http://www.villaflores.net,https://villaflores.sedelectronica.es,404
Castilla y León,Segovia,Ayuntamiento de Abades,http://www.abades.es,http://abades.sedelectronica.es,403
Castilla y León,Segovia,Ayuntamiento de Adrada de Pirón,http://www.adradadepiron.es,https://adradadepiron.sedelectronica.es,403
Castilla y León,Segovia,Ayuntamiento de Adrados,http://www.adrados.es,https://adrados.sedelectronica.es,403
Castilla y León,Segovia,Ayuntamiento de Aldea Real,http://www.aldeareal.com,,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
Castilla y León,Segovia,Ayuntamiento de Aldeasoña,http://www.aldeasona.es,https://aldeasona.sedelectronica.es,403
Castilla y León,Segovia,Ayuntamiento de Aldehorno,http://www.aldehorno.es,http://aldehorno.sedelectronica.es,403
Castilla y León,Segovia,Ayuntamiento de Anaya,http://www.ayuntamientodeanaya.es,https://anaya.sedelectronica.es,403
Castilla y León,Segovia,Ayuntamiento de Arcones,http://www.arcones.es,https://arcones.sedelectronica.es,403
Castilla y León,Segovia,Ayuntamiento de Ayllon,http://www.ayllon.es,https://ayllon.sedelectronica.es,403
Castilla y León,Segovia,Ayuntamiento de Barbolla,http://www.barbolla.es,http://barbolla.sedelectronica.es/,403
Castilla y León,Segovia,Ayuntamiento de Basardilla,http://www.basardilla.es,,403
Castilla y León,Segovia,Ayuntamiento de Bercial,http://www.bercial.es,,403
Castilla y León,Segovia,Ayuntamiento de Bercimuel,http://www.bercimuel.es,,403
Castilla y León,Segovia,Ayuntamiento de Boceguillas,http://www.boceguillas.es,,403
Castilla y León,Segovia,Ayuntamiento de Caballar,http://www.caballar.es,http://caballar.sedelectronica.es,403
Castilla y León,Segovia,Ayuntamiento de Cabezuela,http://www.cabezuela.es,http://cabezuela.sedelectronica.es,403
Castilla y León,Segovia,Ayuntamiento de Calabazas,http://www.calabazasdefuentiduena.es,http://calabazasdefuentiduena.sedelectronica.es,403
Castilla y León,Segovia,Ayuntamiento de Campo de San Pedro,http://www.campodesanpedro.es,http://campodesanpedro.sedelectronica.es,403
Castilla y León,Segovia,Ayuntamiento de Cantalejo,http://www.cantalejo.es,,403
Castilla y León,Segovia,Ayuntamiento de Cantimpalos,http://www.cantimpalos.es,http://cantimpalos.sedelectronica.es,403
Castilla y León,Segovia,Ayuntamiento de Carbonero El Mayor,http://www.carboneroelmayor.net,,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
Castilla y León,Segovia,Ayuntamiento de Castillejo de Mesleón,http://www.castillejodemesleon.es,http://castillejodemesleon.sedelectronica.es,403
Castilla y León,Segovia,Ayuntamiento de Cilleruelo de San Mames,http://www.cilleruelodesanmames.es,http://cilleruelodesanmames.sedelectronica.es/,403
Castilla y León,Segovia,Ayuntamiento de Coca,http://www.coca.es,http://coca.sedelectronica.es,403
Castilla y León,Segovia,Ayuntamiento de Cuéllar,http://www.aytocuellar.es,https://cuellar.sedelectronica.es,403
Castilla y León,Segovia,Ayuntamiento de El Espinar,http://www.elespinar.es,https://elespinar.sedelectronica.es,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
Castilla y León,Segovia,Ayuntamiento de Fresneda de Cuéllar,http://www.fresnedadecuellar.es,https://fresnedadecuellar.sedelectronica.es,403
Castilla y León,Segovia,Ayuntamiento de Fresno de La Fuente,http://www.fresnodelafuente.es,http://fresnodelafuente.sedelectronica.es,403
Castilla y León,Segovia,Ayuntamiento de Fuentepelayo,http://www.fuentepelayo.es,,403
Castilla y León,Segovia,Ayuntamiento de Fuenterrebollo,http://www.fuenterrebollo.es,,403
Castilla y León,Segovia,Ayuntamiento de Fuentidueña,http://www.fuentiduena.es,http://fuentiduena.sedelectronica.es,403
Castilla y León,Segovia,Ayuntamiento de La Lastrilla,http://www.lalastrilla.es,,403
Castilla y León,Segovia,Ayuntamiento de Maderuelo,http://www.maderuelo.com,,403
Castilla y León,Segovia,Ayuntamiento de La Matilla,http://www.lamatilla.es/,https://lamatilla.sedelectronica.es,403
Castilla y León,Segovia,Ayuntamiento de Membibre de La Hoz,http://www.membibredelahoz.es,http://membibredelahoz.sedelectronica.es,403
Castilla y León,Segovia,Ayuntamiento de Mozoncillo,http://www.mozoncillo.es,,403
Castilla y León,Segovia,Ayuntamiento de Navalmanzano,http://www.navalmanzano.es,,403
Castilla y León,Segovia,Ayuntamiento de Navas de Oro,http://www.navasdeoro.es,http://navasdeoro.sedelectronica.es,403
Castilla y León,Segovia,Ayuntamiento de Navas de San Antonio,http://www.navasdesanantonio.es,http://navasdesanantonio.sedelectronica.es,403
Castilla y León,Segovia,Ayuntamiento de Nieva,http://www.nieva.es,http://nieva.sedelectronica.es,403
Castilla y León,Segovia,Ayuntamiento de Olombrada,http://www.olombrada.es,https://olombrada.sedelectronica.es,403
Castilla y León,Segovia,Ayuntamiento de Pajarejos,http://www.pajarejos.es,http://pajarejos.sedelectronica.es,403
Castilla y León,Segovia,Ayuntamiento de Prádena,http://www.pradena.es,,403
Castilla y León,Segovia,Ayuntamiento de Riaza,http://www.riaza.es,http://riaza.sedelectronica.es,403
Castilla y León,Segovia,Ayuntamiento de Riofrío de Riaza,http://www.riofrioderiaza.es,http://riofrioderiaza.sedelectronica.es,403
Castilla y León,Segovia,Ayuntamiento de Sacramenia,http://www.sacramenia.es,https://sacramenia.sedelectronica.es,403
Castilla y León,Segovia,Ayuntamiento de San Cristobal de La Vega,http://www.sancristobaldelavega.es/,https://sancristobaldelavega.sedelectronica.es,403
Castilla y León,Segovia,Ayuntamiento de Santa Marta del Cerro,http://www.santamartadelcerro.es,,403
Castilla y León,Segovia,Ayuntamiento de Santo Tome del Puerto,http://www.santotomedelpuerto.es,http://santotomedelpuerto.sedelectronica.es/,403
Castilla y León,Segovia,Ayuntamiento de Sebúlcor,http://www.sebulcor.es,,403
Castilla y León,Segovia,Ayuntamiento de Segovia,http://www.segovia.es,https://sede.segovia.es/portal/sede/se_principal1.jsp,"HTTPSConnectionPool(host='segovia.es', port=443): Max retries exceeded with url: / (Caused by SSLError(SSLCertVerificationError(1, '[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: unable to get local issuer certificate (_ssl.c:1006)')))"
Castilla y León,Segovia,Ayuntamiento de Sepúlveda,http://www.sepulveda.es,,403
Castilla y León,Segovia,Ayuntamiento de Sotillo,http://www.sotillo.es,,403
Castilla y León,Segovia,Ayuntamiento de Torre Val de San Pedro,http://www.torrevaldesanpedro.es,http://www.torrevaldesanpedro.es/actualdiad-municipal/-/asset_publisher/9WqF/content/la-sede-electronica-de-su-ayto-permite-realizar-sus-tramites-ayuda-para-sus-dudas?redirect=http%3A%2F%2Fwww.torrevaldesanpedro.es%2Factualdiad-municipal&articleId=1208278,403
Castilla y León,Segovia,Ayuntamiento de Torreadrada,http://www.torreadrada.es,http://torreadrada.sedelectronica.es,403
Castilla y León,Segovia,Ayuntamiento de Turégano,http://www.turegano.es,,403
Castilla y León,Segovia,Ayuntamiento de Valleruela de Pedraza,http://www.vallerueladepedraza.es,http://vallerueladepedraza.sedelectronica.es,403
Castilla y León,Segovia,Ayuntamiento de Valseca,http://www.valseca.es,https://valseca.sedelectronica.es,403
Castilla y León,Segovia,Ayuntamiento de Valtiendas,http://www.valtiendas.es,http://valtiendas.sedelectronica.es/,403
Castilla y León,Segovia,Ayuntamiento de Villacastin,http://www.villacastin.es,,403
Castilla y León,Segovia,Ayuntamiento de Aguilafuente,http://www.aguilafuente.es,https://aguilafuente.sedelectronica.es,403
Castilla y León,Segovia,Ayuntamiento de Alconada de Maderuelo,http://www.alconadademaderuelo.es,https://alconadademaderuelo.sedelectronica.es,403
Castilla y León,Segovia,Ayuntamiento de Aldealcorvo,http://www.aldealcorvo.es,,403
Castilla y León,Segovia,Ayuntamiento de Aldeanueva de la Serrezuela,http://www.aldeanuevadelaserrezuela.es,https://aldeanuevadelaserrezuela.sedelectronica.es,403
Castilla y León,Segovia,Ayuntamiento de Aldeonte,http://www.aldeonte.es,,403
Castilla y León,Segovia,Ayuntamiento de Brieva,http://www.brieva.es,,403
Castilla y León,Segovia,Ayuntamiento de Carrascal del Rio,https://www.carrascaldelrio.com,https://carrascaldelrio.sedelectronica.es,"HTTPSConnectionPool(host='www.carrascaldelrio.com', port=443): Max retries exceeded with url: / (Caused by NameResolutionError(""<urllib3.connection.HTTPSConnection object at 0x000002306627FC50>: Failed to resolve 'www.carrascaldelrio.com' ([Errno 11001] getaddrinfo failed)""))"
Castilla y León,Segovia,Ayuntamiento de Casla,http://www.ayuntamientodecasla.es,,"HTTPConnectionPool(host='www.ayuntamientodecasla.es', port=80): Max retries exceeded with url: / (Caused by NameResolutionError(""<urllib3.connection.HTTPConnection object at 0x0000023066230ED0>: Failed to resolve 'www.ayuntamientodecasla.es' ([Errno 11001] getaddrinfo failed)""))"
Castilla y León,Segovia,Ayuntamiento de Condado de Castilnovo,http://www.condadodecastilnovo.es,http://condadodecastilnovo.sedelectronica.es,403
Castilla y León,Segovia,Ayuntamiento de Cubillo,http://www.cubillo.es,https://elcubillo.sedelectronica.es,403
Castilla y León,Segovia,Ayuntamiento de Fuente de Santa Cruz,http://www.fuentedesantacruz.es,http://fuentedesantacruz.sedelectronica.es,403
Castilla y León,Segovia,Ayuntamiento de Juarros de Riomoros,http://www.juarrosderiomoros.es,http://juarrosderiomoros.sedelectronica.es/,403
Castilla y León,Segovia,Ayuntamiento de Navares de Ayuso,http://www.navaresdeayuso.es,http://navaresdeayuso.sedelectronica.es,403
Castilla y León,Segovia,Ayuntamiento de Navares de Enmedio,http://www.navaresdeenmedio.es,http://navaresdeenmedio.sedelectronica.es,403
Castilla y León,Segovia,Ayuntamiento de Ortigosa de Pestaño,http://www.ortigosadepestano.es,http://ortigosadepestano.sedelectronica.es/,403
Castilla y León,Segovia,Ayuntamiento de Carabias,http://www.ayuntamientodecarabias.es,http://carabias.sedelectronica.es,403
Castilla y León,Segovia,Ayuntamiento de Remondo,http://www.remondo.es,http://remondo.sedelectronica.es,403
Castilla y León,Segovia,Ayuntamiento de Urueñas,http://www.uruenas.es,http://uruenas.sedelectronica.es,403
Castilla y León,Segovia,Ayuntamiento de Ventosilla y Tejadilla,http://www.ventosillaytejadilla.es,http://ventosillaytejadilla.sedelectronica.es,403
Castilla y León,Segovia,Ayuntamiento de Navas de Riofrío,http://www.navasderiofrio.es,https://navasderiofrio.sedelectronica.es,403
Castilla y León,Soria,Ayuntamiento de Ágreda,http://www.agreda.es,https://agreda.sedelectronica.es,"HTTPSConnectionPool(host='www.agreda.es', port=443): Read timed out. (read timeout=5)"
Castilla y León,Soria,Ayuntamiento de Borobia,http://www.borobia.es,https://borobia.sedelectronica.es,"HTTPSConnectionPool(host='www.borobia.es', port=443): Read timed out. (read timeout=5)"
