ComunidadAutonoma,Provincia,NombreAyuntamiento,WebAyuntamiento,SedeElectronica,HttpStatus
Cataluña,Barcelona,Ayuntamiento de Sant Marti Sarroca,http://www.santmartisarroca.net,,"HTTPConnectionPool(host='www.santmartisarroca.net', port=80): Max retries exceeded with url: / (Caused by NameResolutionError(""<urllib3.connection.HTTPConnection object at 0x0000023066281950>: Failed to resolve 'www.santmartisarroca.net' ([Errno 11001] getaddrinfo failed)""))"
Cataluña,Barcelona,Ayuntamiento de Sant Pere de Ribes,http://www.santperederibes.cat,,"HTTPSConnectionPool(host='www.santperederibes.cat', port=443): Read timed out. (read timeout=5)"
Cataluña,Barcelona,Ayuntamiento de Sant Pere de Riudebitlles,http://www.santperederiudebitlles.net,,"HTTPConnectionPool(host='www.santperederiudebitlles.net', port=80): Max retries exceeded with url: / (Caused by NameResolutionError(""<urllib3.connection.HTTPConnection object at 0x000002306627ED90>: Failed to resolve 'www.santperederiudebitlles.net' ([Errno 11001] getaddrinfo failed)""))"
Cataluña,Barcelona,Ayuntamiento de Sant Quirze Safaja,http://www.ajsqs.net,,"HTTPConnectionPool(host='www.ajsqs.net', port=80): Max retries exceeded with url: / (Caused by ConnectTimeoutError(<urllib3.connection.HTTPConnection object at 0x000002306627FE90>, 'Connection to www.ajsqs.net timed out. (connect timeout=5)'))"
Cataluña,Barcelona,Ayuntamiento de Sant Vicenç de Torello,http://www.santvicens.org,,403
Cataluña,Barcelona,Ayuntamiento de Santa Coloma de Gramenet,https://www.gramenet.cat,https://www.seu-e.cat/es/web/santacolomadegramenet,"HTTPSConnectionPool(host='www.gramenet.cat', port=443): Max retries exceeded with url: / (Caused by SSLError(SSLCertVerificationError(1, '[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: unable to get local issuer certificate (_ssl.c:1006)')))"
Cataluña,Barcelona,Ayuntamiento de Santa Eulalia de Ronçana,http://www.santaeulaliaroncana.cat,,"HTTPConnectionPool(host='www.santaeulaliaroncana.cat', port=80): Max retries exceeded with url: / (Caused by NameResolutionError(""<urllib3.connection.HTTPConnection object at 0x000002306626F5D0>: Failed to resolve 'www.santaeulaliaroncana.cat' ([Errno 11001] getaddrinfo failed)""))"
Cataluña,Barcelona,Ayuntamiento de Santa Maria d'Olo,http://www.ccbages.org/olo.htm,,403
Cataluña,Barcelona,Ayuntamiento de Santa Maria de Besora,http://www.santamariab.diba.cat,,"HTTPConnectionPool(host='www.santamariab.diba.cat', port=80): Max retries exceeded with url: / (Caused by ConnectTimeoutError(<urllib3.connection.HTTPConnection object at 0x000002306431E610>, 'Connection to www.santamariab.diba.cat timed out. (connect timeout=5)'))"
Cataluña,Barcelona,Ayuntamiento de Santa Maria de Palautordera,http://www.santamariapalautordera.cat,,"HTTPConnectionPool(host='www.santamariapalautordera.cat', port=80): Max retries exceeded with url: / (Caused by NameResolutionError(""<urllib3.connection.HTTPConnection object at 0x0000023066233D90>: Failed to resolve 'www.santamariapalautordera.cat' ([Errno 11001] getaddrinfo failed)""))"
Cataluña,Barcelona,Ayuntamiento de Tagamanent,http://www.tagamanent.org,,403
Cataluña,Barcelona,Ayuntamiento de Terrassa,https://www.terrassa.cat,https://seuelectronica.terrassa.cat/web/seu/,403
Cataluña,Barcelona,Ayuntamiento de Torrelavit,http://www.torrelavit.net,,"HTTPConnectionPool(host='www.torrelavit.net', port=80): Max retries exceeded with url: / (Caused by NameResolutionError(""<urllib3.connection.HTTPConnection object at 0x000002306625AF90>: Failed to resolve 'www.torrelavit.net' ([Errno 11002] getaddrinfo failed)""))"
Cataluña,Barcelona,Ayuntamiento de Veciana,http://www.veciana.diba.cat,,"HTTPConnectionPool(host='www.veciana.diba.cat', port=80): Max retries exceeded with url: / (Caused by ConnectTimeoutError(<urllib3.connection.HTTPConnection object at 0x000002306626CC90>, 'Connection to www.veciana.diba.cat timed out. (connect timeout=5)'))"
Cataluña,Barcelona,Ayuntamiento de Vilada,http://www.vilada.net,,"HTTPConnectionPool(host='www.vilada.net', port=80): Max retries exceeded with url: / (Caused by ConnectTimeoutError(<urllib3.connection.HTTPConnection object at 0x000002306627E810>, 'Connection to www.vilada.net timed out. (connect timeout=5)'))"
Cataluña,Barcelona,Ayuntamiento de Viladecans,https://www.viladecans.cat,,403
Cataluña,Barcelona,Ayuntamiento de Vilanova de Sau,http://www.vilanovadesau.diba.cat,,"HTTPConnectionPool(host='www.vilanovadesau.diba.cat', port=80): Max retries exceeded with url: / (Caused by ConnectTimeoutError(<urllib3.connection.HTTPConnection object at 0x000002306627EBD0>, 'Connection to www.vilanovadesau.diba.cat timed out. (connect timeout=5)'))"
Cataluña,Barcelona,Ayuntamiento de Vilobi del Penedes,http://www.vilobi.net,,404
Cataluña,Barcelona,Ayuntamiento de Copons,http://www.copons.cat,,"HTTPSConnectionPool(host='www.copons.cat', port=443): Max retries exceeded with url: / (Caused by SSLError(SSLCertVerificationError(1, ""[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: Hostname mismatch, certificate is not valid for 'www.copons.cat'. (_ssl.c:1006)"")))"
Cataluña,Barcelona,Ayuntamiento de Figols,http://www.figol.cat,,"HTTPConnectionPool(host='www.figol.cat', port=80): Max retries exceeded with url: / (Caused by NameResolutionError(""<urllib3.connection.HTTPConnection object at 0x0000023066280290>: Failed to resolve 'www.figol.cat' ([Errno 11001] getaddrinfo failed)""))"
Cataluña,Barcelona,Ayuntamiento de Malla,http://www.malla-osona.net,,"HTTPConnectionPool(host='www.malla-osona.net', port=80): Max retries exceeded with url: / (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x000002306457EF10>: Failed to establish a new connection: [WinError 10061] No se puede establecer una conexión ya que el equipo de destino denegó expresamente dicha conexión'))"
Cataluña,Barcelona,Ayuntamiento de Les Masies de Roda,http://www.lesmasies.cat,,"HTTPConnectionPool(host='www.lesmasies.cat', port=80): Max retries exceeded with url: / (Caused by NameResolutionError(""<urllib3.connection.HTTPConnection object at 0x000002306627E690>: Failed to resolve 'www.lesmasies.cat' ([Errno 11001] getaddrinfo failed)""))"
Cataluña,Barcelona,Ayuntamiento de Monistrol de Calders,http://www.monistrolcalders.diba.cat,,"HTTPConnectionPool(host='www.monistrolcalders.diba.cat', port=80): Max retries exceeded with url: / (Caused by ConnectTimeoutError(<urllib3.connection.HTTPConnection object at 0x000002306626F290>, 'Connection to www.monistrolcalders.diba.cat timed out. (connect timeout=5)'))"
Cataluña,Barcelona,Ayuntamiento de Montmaneu,http://www.montmaneu.diba.cat,,"HTTPConnectionPool(host='www.montmaneu.diba.cat', port=80): Max retries exceeded with url: / (Caused by ConnectTimeoutError(<urllib3.connection.HTTPConnection object at 0x000002306625B9D0>, 'Connection to www.montmaneu.diba.cat timed out. (connect timeout=5)'))"
Cataluña,Barcelona,Ayuntamiento de Sant Marti Sesgueioles,http://www.sesgueioles.cat,,"HTTPSConnectionPool(host='www.sesgueioles.cat', port=443): Max retries exceeded with url: / (Caused by SSLError(SSLCertVerificationError(1, '[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: certificate has expired (_ssl.c:1006)')))"
Cataluña,Barcelona,Ayuntamiento de Santa Fe del Penedès,http://www.santafepenedes.cat,https://www.seu-e.cat/ca/web/santafedelpenedes,"HTTPSConnectionPool(host='www.santafepenedes.cat', port=443): Max retries exceeded with url: / (Caused by SSLError(SSLCertVerificationError(1, '[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: unable to get local issuer certificate (_ssl.c:1006)')))"
Cataluña,Barcelona,Ayuntamiento de Santa Maria de Merles,http://www.stmmerles.diba.cat,,"HTTPConnectionPool(host='www.stmmerles.diba.cat', port=80): Max retries exceeded with url: / (Caused by ConnectTimeoutError(<urllib3.connection.HTTPConnection object at 0x0000023066269D90>, 'Connection to www.stmmerles.diba.cat timed out. (connect timeout=5)'))"
Cataluña,Barcelona,Ayuntamiento de Sobremunt,http://www.sobremunt.diba.cat,,"HTTPConnectionPool(host='www.sobremunt.diba.cat', port=80): Max retries exceeded with url: / (Caused by ConnectTimeoutError(<urllib3.connection.HTTPConnection object at 0x000002306626F550>, 'Connection to www.sobremunt.diba.cat timed out. (connect timeout=5)'))"
Cataluña,Barcelona,Ayuntamiento de Talamanca,http://www.talamanca.diba.cat,,503
Cataluña,Girona,Ayuntamiento de Argelaguer,http://hwww.argelaguer.cat/,,"HTTPConnectionPool(host='hwww.argelaguer.cat', port=80): Max retries exceeded with url: / (Caused by NameResolutionError(""<urllib3.connection.HTTPConnection object at 0x00000230662805D0>: Failed to resolve 'hwww.argelaguer.cat' ([Errno 11001] getaddrinfo failed)""))"
Cataluña,Girona,Ayuntamiento de Bellcaire d´Empordà,http://www.bellcaire.net ,,"HTTPConnectionPool(host='www.bellcaire.net%20', port=80): Max retries exceeded with url: / (Caused by NameResolutionError(""<urllib3.connection.HTTPConnection object at 0x0000023066242510>: Failed to resolve 'www.bellcaire.net%20' ([Errno 11001] getaddrinfo failed)""))"
Cataluña,Girona,Ayuntamiento de Beuda,http://www.beuda.com ,,"HTTPConnectionPool(host='www.beuda.com%20', port=80): Max retries exceeded with url: / (Caused by NameResolutionError(""<urllib3.connection.HTTPConnection object at 0x000002306626EE10>: Failed to resolve 'www.beuda.com%20' ([Errno 11001] getaddrinfo failed)""))"
Cataluña,Girona,Ayuntamiento de Cabanelles,http://www.ddgi.es/cabanelles ,,"HTTPSConnectionPool(host='www.ddgi.es', port=443): Max retries exceeded with url: /cabanelles%20 (Caused by SSLError(SSLCertVerificationError(1, ""[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: Hostname mismatch, certificate is not valid for 'www.ddgi.es'. (_ssl.c:1006)"")))"
Cataluña,Girona,Ayuntamiento de Camós,http://www.ddgi.es/camos ,,"HTTPSConnectionPool(host='www.ddgi.es', port=443): Max retries exceeded with url: /camos%20 (Caused by SSLError(SSLCertVerificationError(1, ""[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: Hostname mismatch, certificate is not valid for 'www.ddgi.es'. (_ssl.c:1006)"")))"
Cataluña,Girona,Ayuntamiento de Campdevànol,http://www.campdevanol.org ,,"HTTPConnectionPool(host='www.campdevanol.org%20', port=80): Max retries exceeded with url: / (Caused by NameResolutionError(""<urllib3.connection.HTTPConnection object at 0x0000023066281910>: Failed to resolve 'www.campdevanol.org%20' ([Errno 11001] getaddrinfo failed)""))"
Cataluña,Girona,Ayuntamiento de Campelles,http://www.ddgi.es/campelles ,,"HTTPSConnectionPool(host='www.ddgi.es', port=443): Max retries exceeded with url: /campelles%20 (Caused by SSLError(SSLCertVerificationError(1, ""[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: Hostname mismatch, certificate is not valid for 'www.ddgi.es'. (_ssl.c:1006)"")))"
Cataluña,Girona,Ayuntamiento de Canet d´Adri,http://www.canet-adri.org ,,"HTTPConnectionPool(host='www.canet-adri.org%20', port=80): Max retries exceeded with url: / (Caused by NameResolutionError(""<urllib3.connection.HTTPConnection object at 0x000002306626B590>: Failed to resolve 'www.canet-adri.org%20' ([Errno 11001] getaddrinfo failed)""))"
Cataluña,Girona,Ayuntamiento de Cantallops,http://www.ddgi.es/cantallops ,,"HTTPSConnectionPool(host='www.ddgi.es', port=443): Max retries exceeded with url: /cantallops%20 (Caused by SSLError(SSLCertVerificationError(1, ""[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: Hostname mismatch, certificate is not valid for 'www.ddgi.es'. (_ssl.c:1006)"")))"
Cataluña,Girona,Ayuntamiento de Castell-Platja d'Aro,http://www.ciutada.platjadaro.com,,"HTTPSConnectionPool(host='www.ciutada.platjadaro.com', port=443): Max retries exceeded with url: / (Caused by SSLError(SSLCertVerificationError(1, ""[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: Hostname mismatch, certificate is not valid for 'www.ciutada.platjadaro.com'. (_ssl.c:1006)"")))"
Cataluña,Girona,Ayuntamiento de Castelló d´Empúries,http://www.castello.cat,https://www.seu-e.cat/web/castellodempuries/seu-electronica,403
Cataluña,Girona,Ayuntamiento de Celrà,http://www.celra.net ,,"HTTPConnectionPool(host='www.celra.net%20', port=80): Max retries exceeded with url: / (Caused by NameResolutionError(""<urllib3.connection.HTTPConnection object at 0x0000023066241950>: Failed to resolve 'www.celra.net%20' ([Errno 11001] getaddrinfo failed)""))"
Cataluña,Girona,Ayuntamiento de Crespià,http://www.ddgi.es/crespia/ ,,"HTTPSConnectionPool(host='www.ddgi.es', port=443): Max retries exceeded with url: /crespia/%20 (Caused by SSLError(SSLCertVerificationError(1, ""[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: Hostname mismatch, certificate is not valid for 'www.ddgi.es'. (_ssl.c:1006)"")))"
Cataluña,Girona,Ayuntamiento de Darnius,http://www.ca.darnius.cat/,,"HTTPConnectionPool(host='www.ca.darnius.cat', port=80): Max retries exceeded with url: / (Caused by NameResolutionError(""<urllib3.connection.HTTPConnection object at 0x000002306624DC50>: Failed to resolve 'www.ca.darnius.cat' ([Errno 11001] getaddrinfo failed)""))"
Cataluña,Girona,Ayuntamiento de Espolla,http://www.ddgi.es/espolla ,,"HTTPSConnectionPool(host='www.ddgi.es', port=443): Max retries exceeded with url: /espolla%20 (Caused by SSLError(SSLCertVerificationError(1, ""[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: Hostname mismatch, certificate is not valid for 'www.ddgi.es'. (_ssl.c:1006)"")))"
Cataluña,Girona,Ayuntamiento de Garrigàs,http://www.ddgi.es/garrigas ,,"HTTPSConnectionPool(host='www.ddgi.es', port=443): Max retries exceeded with url: /garrigas%20 (Caused by SSLError(SSLCertVerificationError(1, ""[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: Hostname mismatch, certificate is not valid for 'www.ddgi.es'. (_ssl.c:1006)"")))"
Cataluña,Girona,Ayuntamiento de La Pera,http://www.ddgi.es/pera ,,"HTTPSConnectionPool(host='www.ddgi.es', port=443): Max retries exceeded with url: /pera%20 (Caused by SSLError(SSLCertVerificationError(1, ""[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: Hostname mismatch, certificate is not valid for 'www.ddgi.es'. (_ssl.c:1006)"")))"
Cataluña,Girona,Ayuntamiento de La Vall de Bianya,http://www.ajuntament.valldebianya.org/,,"HTTPConnectionPool(host='www.ajuntament.valldebianya.org', port=80): Max retries exceeded with url: / (Caused by NameResolutionError(""<urllib3.connection.HTTPConnection object at 0x00000230643BE450>: Failed to resolve 'www.ajuntament.valldebianya.org' ([Errno 11001] getaddrinfo failed)""))"
Cataluña,Girona,Ayuntamiento de Llagostera,http://www.llagostera.cat ,,"HTTPConnectionPool(host='www.llagostera.cat%20', port=80): Max retries exceeded with url: / (Caused by NameResolutionError(""<urllib3.connection.HTTPConnection object at 0x000002306627D250>: Failed to resolve 'www.llagostera.cat%20' ([Errno 11001] getaddrinfo failed)""))"
Cataluña,Girona,Ayuntamiento de Llers,http://www.llers.cat ,,"HTTPConnectionPool(host='www.llers.cat%20', port=80): Max retries exceeded with url: / (Caused by NameResolutionError(""<urllib3.connection.HTTPConnection object at 0x0000023066242090>: Failed to resolve 'www.llers.cat%20' ([Errno 11001] getaddrinfo failed)""))"
Cataluña,Girona,Ayuntamiento de Llívia,http://www.llivia.org ,,"HTTPConnectionPool(host='www.llivia.org%20', port=80): Max retries exceeded with url: / (Caused by NameResolutionError(""<urllib3.connection.HTTPConnection object at 0x000002306628A210>: Failed to resolve 'www.llivia.org%20' ([Errno 11001] getaddrinfo failed)""))"
Cataluña,Girona,Ayuntamiento de Lloret de Mar,http://www.lloret.org ,,"HTTPConnectionPool(host='www.lloret.org%20', port=80): Max retries exceeded with url: / (Caused by NameResolutionError(""<urllib3.connection.HTTPConnection object at 0x000002306626AD10>: Failed to resolve 'www.lloret.org%20' ([Errno 11001] getaddrinfo failed)""))"
Cataluña,Girona,Ayuntamiento de Maçanet de La Selva,http://www.massanetdelaselva.org ,,"HTTPConnectionPool(host='www.massanetdelaselva.org%20', port=80): Max retries exceeded with url: / (Caused by NameResolutionError(""<urllib3.connection.HTTPConnection object at 0x000002306626F150>: Failed to resolve 'www.massanetdelaselva.org%20' ([Errno 11001] getaddrinfo failed)""))"
Cataluña,Girona,Ayuntamiento de Massanes,http://www.massanes.org ,,"HTTPConnectionPool(host='www.massanes.org%20', port=80): Max retries exceeded with url: / (Caused by NameResolutionError(""<urllib3.connection.HTTPConnection object at 0x00000230662833D0>: Failed to resolve 'www.massanes.org%20' ([Errno 11001] getaddrinfo failed)""))"
Cataluña,Girona,Ayuntamiento de Ogassa,http://webspobles2.ddgi.cat/ogassa,,"HTTPConnectionPool(host='webspobles2.ddgi.cat', port=80): Max retries exceeded with url: /ogassa (Caused by NameResolutionError(""<urllib3.connection.HTTPConnection object at 0x0000023066240090>: Failed to resolve 'webspobles2.ddgi.cat' ([Errno 11001] getaddrinfo failed)""))"
Cataluña,Girona,Ayuntamiento de Palau-saverdera,http://www.palausaverdera.cat,,403
Cataluña,Girona,Ayuntamiento de Pals,http://www.pals.es ,,"HTTPConnectionPool(host='www.pals.es%20', port=80): Max retries exceeded with url: / (Caused by NameResolutionError(""<urllib3.connection.HTTPConnection object at 0x000002306628BE10>: Failed to resolve 'www.pals.es%20' ([Errno 11001] getaddrinfo failed)""))"
Cataluña,Girona,Ayuntamiento de Pau,http://www.ddgi.es/pau ,,"HTTPSConnectionPool(host='www.ddgi.es', port=443): Max retries exceeded with url: /pau%20 (Caused by SSLError(SSLCertVerificationError(1, ""[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: Hostname mismatch, certificate is not valid for 'www.ddgi.es'. (_ssl.c:1006)"")))"
Cataluña,Girona,Ayuntamiento de Pedret I Marzà,http://www.ddgi.es/pedretimarza ,,"HTTPSConnectionPool(host='www.ddgi.es', port=443): Max retries exceeded with url: /pedretimarza%20 (Caused by SSLError(SSLCertVerificationError(1, ""[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: Hostname mismatch, certificate is not valid for 'www.ddgi.es'. (_ssl.c:1006)"")))"
Cataluña,Girona,Ayuntamiento de Peralada,http://www.peralada.org ,,"HTTPConnectionPool(host='www.peralada.org%20', port=80): Max retries exceeded with url: / (Caused by NameResolutionError(""<urllib3.connection.HTTPConnection object at 0x000002306589D590>: Failed to resolve 'www.peralada.org%20' ([Errno 11001] getaddrinfo failed)""))"
Cataluña,Girona,Ayuntamiento de Pontós,http://www.ddgi.es/pontos ,,"HTTPSConnectionPool(host='www.ddgi.es', port=443): Max retries exceeded with url: /pontos%20 (Caused by SSLError(SSLCertVerificationError(1, ""[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: Hostname mismatch, certificate is not valid for 'www.ddgi.es'. (_ssl.c:1006)"")))"
Cataluña,Girona,Ayuntamiento de Puigcerdà,http://www.puigcerda.com ,,"HTTPConnectionPool(host='www.puigcerda.com%20', port=80): Max retries exceeded with url: / (Caused by NameResolutionError(""<urllib3.connection.HTTPConnection object at 0x000002306626FDD0>: Failed to resolve 'www.puigcerda.com%20' ([Errno 11001] getaddrinfo failed)""))"
Cataluña,Girona,Ayuntamiento de Sant Climent Sescebes,http://www.santcliment.net ,,"HTTPConnectionPool(host='www.santcliment.net%20', port=80): Max retries exceeded with url: / (Caused by NameResolutionError(""<urllib3.connection.HTTPConnection object at 0x000002306626D4D0>: Failed to resolve 'www.santcliment.net%20' ([Errno 11001] getaddrinfo failed)""))"
Cataluña,Girona,Ayuntamiento de Sant Feliu de Pallerols,http://WWW.santfeliupallerols.cat,,"HTTPConnectionPool(host='www.santfeliupallerols.cat', port=80): Max retries exceeded with url: / (Caused by NameResolutionError(""<urllib3.connection.HTTPConnection object at 0x0000023066282D10>: Failed to resolve 'www.santfeliupallerols.cat' ([Errno 11001] getaddrinfo failed)""))"
Cataluña,Girona,Ayuntamiento de Sant Llorenç de La Muga,http://www.ca.santllorençdelamuga.cat/,,"HTTPConnectionPool(host='www.ca.xn--santllorendelamuga-hvb.cat', port=80): Max retries exceeded with url: / (Caused by NameResolutionError(""<urllib3.connection.HTTPConnection object at 0x0000023066240D50>: Failed to resolve 'www.ca.xn--santllorendelamuga-hvb.cat' ([Errno 11002] getaddrinfo failed)""))"
Cataluña,Girona,Ayuntamiento de Santa Pau,http://www.santapau.es/ ,,404
Cataluña,Girona,Ayuntamiento de Serinyà,http://www.serinya.org ,,"HTTPConnectionPool(host='www.serinya.org%20', port=80): Max retries exceeded with url: / (Caused by NameResolutionError(""<urllib3.connection.HTTPConnection object at 0x00000230662432D0>: Failed to resolve 'www.serinya.org%20' ([Errno 11001] getaddrinfo failed)""))"
Cataluña,Girona,Ayuntamiento de Vila-sacra,http://www.vila-sacra.com ,,"HTTPConnectionPool(host='www.vila-sacra.com%20', port=80): Max retries exceeded with url: / (Caused by NameResolutionError(""<urllib3.connection.HTTPConnection object at 0x0000023066281C90>: Failed to resolve 'www.vila-sacra.com%20' ([Errno 11001] getaddrinfo failed)""))"
Cataluña,Girona,Ayuntamiento de Vilafant,http://www.vilafant.com ,,"HTTPConnectionPool(host='www.vilafant.com%20', port=80): Max retries exceeded with url: / (Caused by NameResolutionError(""<urllib3.connection.HTTPConnection object at 0x00000230546E2410>: Failed to resolve 'www.vilafant.com%20' ([Errno 11001] getaddrinfo failed)""))"
Cataluña,Girona,Ayuntamiento de Castellfollit de La Roca,http://www.castellfollitdelaroca.org ,,"HTTPConnectionPool(host='www.castellfollitdelaroca.org%20', port=80): Max retries exceeded with url: / (Caused by NameResolutionError(""<urllib3.connection.HTTPConnection object at 0x000002306626C350>: Failed to resolve 'www.castellfollitdelaroca.org%20' ([Errno 11001] getaddrinfo failed)""))"
Cataluña,Girona,Ayuntamiento de Cervià de Ter,http://www.ddgi.es/cervia ,,"HTTPSConnectionPool(host='www.ddgi.es', port=443): Max retries exceeded with url: /cervia%20 (Caused by SSLError(SSLCertVerificationError(1, ""[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: Hostname mismatch, certificate is not valid for 'www.ddgi.es'. (_ssl.c:1006)"")))"
Cataluña,Girona,Ayuntamiento de Corçà,http://www.corca.cat,,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
Cataluña,Girona,Ayuntamiento de L'Escala,http://www.lescala-empuries.com ,,"HTTPConnectionPool(host='www.lescala-empuries.com%20', port=80): Max retries exceeded with url: / (Caused by NameResolutionError(""<urllib3.connection.HTTPConnection object at 0x0000023066243910>: Failed to resolve 'www.lescala-empuries.com%20' ([Errno 11001] getaddrinfo failed)""))"
Cataluña,Girona,Ayuntamiento de Fontanals de Cerdanya,http://www.fontanals.org ,,"HTTPConnectionPool(host='www.fontanals.org%20', port=80): Max retries exceeded with url: / (Caused by NameResolutionError(""<urllib3.connection.HTTPConnection object at 0x000002306626D2D0>: Failed to resolve 'www.fontanals.org%20' ([Errno 11001] getaddrinfo failed)""))"
Cataluña,Girona,Ayuntamiento de Llanars,http://www.llanars.cat/,,410
Cataluña,Girona,Ayuntamiento de Madremanya,http://www.madremanya.org ,,"HTTPConnectionPool(host='www.madremanya.org%20', port=80): Max retries exceeded with url: / (Caused by NameResolutionError(""<urllib3.connection.HTTPConnection object at 0x000002306624D750>: Failed to resolve 'www.madremanya.org%20' ([Errno 11001] getaddrinfo failed)""))"
Cataluña,Girona,Ayuntamiento de Palau-sator,http://www.ddgi.es/palau-sator ,,"HTTPSConnectionPool(host='www.ddgi.es', port=443): Max retries exceeded with url: /palau-sator%20 (Caused by SSLError(SSLCertVerificationError(1, ""[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: Hostname mismatch, certificate is not valid for 'www.ddgi.es'. (_ssl.c:1006)"")))"
Cataluña,Girona,Ayuntamiento de Sant Jaume de Llierca,http://www.santjaumedellierca.org ,,"HTTPConnectionPool(host='www.santjaumedellierca.org%20', port=80): Max retries exceeded with url: / (Caused by NameResolutionError(""<urllib3.connection.HTTPConnection object at 0x00000230662430D0>: Failed to resolve 'www.santjaumedellierca.org%20' ([Errno 11001] getaddrinfo failed)""))"
Cataluña,Girona,Ayuntamiento de Sant Jordi desvalls,http://www.santjordidesvalls.com/,,403
Cataluña,Girona,Ayuntamiento de Vilademuls,http://www.vilademuls.cat,,"HTTPSConnectionPool(host='www.vilademuls.cat', port=443): Max retries exceeded with url: / (Caused by SSLError(SSLCertVerificationError(1, ""[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: Hostname mismatch, certificate is not valid for 'www.vilademuls.cat'. (_ssl.c:1006)"")))"
Cataluña,Lleida,Ayuntamiento de Alt Àneu,http://altaneu.ddl.net/,,403
Cataluña,Lleida,Ayuntamiento de Bell-lloc d'Urgell,http://www.ajuntamentdebell-lloc.com,,403
Cataluña,Lleida,Ayuntamiento de Bellvís,http://www.bellvis.cat,,"HTTPSConnectionPool(host='www.bellvis.cat', port=443): Max retries exceeded with url: / (Caused by SSLError(SSLCertVerificationError(1, '[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: unable to get local issuer certificate (_ssl.c:1006)')))"
Cataluña,Lleida,Ayuntamiento de Canejan,http://www.canejan.org,,403
Cataluña,Lleida,Ayuntamiento de Farrera,https://www.ajuntamentfarrera.cat/,,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
Cataluña,Lleida,Ayuntamiento de Gósol,http://gosol.ddl.net/gosol.php,,404
Cataluña,Lleida,Ayuntamiento de Isona i Conca dellà,http://www.isona.cat,,403
Cataluña,Lleida,Ayuntamiento de La Torre de Cabdella,http://torrecapdella.ddl.net/,,"HTTPConnectionPool(host='www.vallfosca.net', port=80): Max retries exceeded with url: /torredecapdella/ (Caused by ConnectTimeoutError(<urllib3.connection.HTTPConnection object at 0x0000023066283C10>, 'Connection to www.vallfosca.net timed out. (connect timeout=5)'))"
Cataluña,Lleida,Ayuntamiento de Lladorre,http://www.diputaciolleida.net/dinamic/muni/llador,,"HTTPConnectionPool(host='www.diputaciolleida.net', port=80): Max retries exceeded with url: /dinamic/muni/llador (Caused by NameResolutionError(""<urllib3.connection.HTTPConnection object at 0x000002306626D190>: Failed to resolve 'www.diputaciolleida.net' ([Errno 11002] getaddrinfo failed)""))"
Cataluña,Lleida,Ayuntamiento de Lleida,https://www.paeria.cat,https://seu.paeria.cat,403
Cataluña,Lleida,Ayuntamiento de Vilamòs,http://www.vilamos.org/,,403
Cataluña,Lleida,Ayuntamiento de Vilanova de La Barca,http://www.vilanovabarca.cat ,,"HTTPConnectionPool(host='www.vilanovabarca.cat%20', port=80): Max retries exceeded with url: / (Caused by NameResolutionError(""<urllib3.connection.HTTPConnection object at 0x000002306624F2D0>: Failed to resolve 'www.vilanovabarca.cat%20' ([Errno 11001] getaddrinfo failed)""))"
Cataluña,Lleida,Ayuntamiento de Arres,http://www.arres.cat/,https://www.seu-e.cat/ca/web/arres,403
Cataluña,Lleida,Ayuntamiento de La Baronia de Rialb,http://baroniarialb.ddl.net/,,404
Cataluña,Tarragona,Ayuntamiento de Aiguamúrcia,http://www.aiguamurcia.cat,https://www.seu-e.cat/ca/web/aiguamurcia/seu-electronica,"HTTPConnectionPool(host='www.aiguamurcia.cat', port=80): Max retries exceeded with url: / (Caused by ConnectTimeoutError(<urllib3.connection.HTTPConnection object at 0x000002306624E190>, 'Connection to www.aiguamurcia.cat timed out. (connect timeout=5)'))"
Cataluña,Tarragona,Ayuntamiento de Alcanar,http://www.alcanar.cat,https://alcanar.eadministracio.cat,"HTTPSConnectionPool(host='www.alcanar.cat', port=443): Max retries exceeded with url: / (Caused by SSLError(SSLCertVerificationError(1, '[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: unable to get local issuer certificate (_ssl.c:1006)')))"
